Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,789,7,4,0.9862,0.9912,0.9950,0.9931,0.9606,0.9446,0.9488
buyer,100,98,0,2,0.9317,1.0000,0.9800,0.9899,0.9317,0.9317,0.9317
address,100,97,1,2,0.9242,0.9898,0.9798,0.9848,0.9282,0.9242,0.9257
date,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
currency,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
subtotal,100,99,1,0,0.9800,0.9900,1.0000,0.9950,0.9800,0.9800,0.9800
discount,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
tax,100,100,0,0,0.9800,1.0000,1.0000,1.0000,0.9800,0.9800,0.9800
total,100,95,5,0,0.9400,0.9500,1.0000,0.9744,0.9400,0.9400,0.9400
