Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,741,55,4,0.9263,0.9309,0.9946,0.9617,0.9606,0.9446,0.9488
buyer,100,88,10,2,0.9317,0.8980,0.9778,0.9362,0.9317,0.9317,0.9317
address,100,59,39,2,0.9242,0.6020,0.9672,0.7421,0.9282,0.9242,0.9257
date,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
currency,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
subtotal,100,99,1,0,0.9800,0.9900,1.0000,0.9950,0.9800,0.9800,0.9800
discount,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
tax,100,100,0,0,0.9800,1.0000,1.0000,1.0000,0.9800,0.9800,0.9800
total,100,95,5,0,0.9400,0.9500,1.0000,0.9744,0.9400,0.9400,0.9400
