Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,777,19,4,0.9712,0.9761,0.9949,0.9854,0.9606,0.9446,0.9488
buyer,100,96,2,2,0.9317,0.9796,0.9796,0.9796,0.9317,0.9317,0.9317
address,100,87,11,2,0.9242,0.8878,0.9775,0.9305,0.9282,0.9242,0.9257
date,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
currency,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
subtotal,100,99,1,0,0.9800,0.9900,1.0000,0.9950,0.9800,0.9800,0.9800
discount,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
tax,100,100,0,0,0.9800,1.0000,1.0000,1.0000,0.9800,0.9800,0.9800
total,100,95,5,0,0.9400,0.9500,1.0000,0.9744,0.9400,0.9400,0.9400
