Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,1,80,0,0,2.0000,1.0000,1.0000,1.0000,1.7500,1.7500,1.7500
buyer,1,2,0,0,2.0000,1.0000,1.0000,1.0000,2.0000,2.0000,2.0000
address,1,2,0,0,1.7500,1.0000,1.0000,1.0000,1.7500,1.7500,1.7500
date,1,2,0,0,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
currency,1,2,0,0,2.0000,1.0000,1.0000,1.0000,2.0000,2.0000,2.0000
subtotal,1,2,0,0,2.0000,1.0000,1.0000,1.0000,2.0000,2.0000,2.0000
discount,1,2,0,0,2.0000,1.0000,1.0000,1.0000,2.0000,2.0000,2.0000
tax,1,2,0,0,2.0000,1.0000,1.0000,1.0000,2.0000,2.0000,2.0000
total,1,2,0,0,2.0000,1.0000,1.0000,1.0000,2.0000,2.0000,2.0000
