Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,756,44,0,0.9450,0.9450,1.0000,0.9717,0.9673,0.9661,0.9667
buyer,100,94,6,0,0.9700,0.9400,1.0000,0.9691,0.9700,0.9700,0.9700
address,100,64,36,0,0.9509,0.6400,1.0000,0.7805,0.9521,0.9509,0.9514
date,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
currency,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
subtotal,100,99,1,0,0.9800,0.9900,1.0000,0.9950,0.9800,0.9800,0.9800
discount,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
tax,100,100,0,0,0.9700,1.0000,1.0000,1.0000,0.9700,0.9700,0.9700
total,100,99,1,0,0.9700,0.9900,1.0000,0.9950,0.9700,0.9700,0.9700
