Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,295,82,423,0.3688,0.7825,0.4109,0.5388,0.7562,0.5450,0.6197
buyer,100,88,11,1,0.8400,0.8889,0.9888,0.9362,0.8420,0.8400,0.8395
address,100,51,37,12,0.6869,0.5795,0.8095,0.6755,0.6937,0.6869,0.6888
date,100,53,3,44,0.2500,0.9464,0.5464,0.6928,0.2500,0.2500,0.2500
currency,100,55,0,45,0.5500,1.0000,0.5500,0.7097,0.5500,0.5500,0.5500
subtotal,100,6,1,93,0.0600,0.8571,0.0606,0.1132,0.0600,0.0600,0.0600
discount,100,6,2,92,0.0600,0.7500,0.0612,0.1132,0.0600,0.0600,0.0600
tax,100,25,4,71,0.2200,0.8621,0.2604,0.4000,0.2200,0.2200,0.2200
total,100,11,24,65,0.0800,0.3143,0.1447,0.1982,0.0733,0.0800,0.0750
