Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,0,0,800,0.0000,0,0.0000,0,0.0116,0.0035,0.0052
buyer,100,0,0,100,0.0000,0,0.0000,0,0.0000,0.0000,0.0000
address,100,0,0,100,0.0000,0,0.0000,0,0.0000,0.0000,0.0000
date,100,0,0,100,0.0000,0,0.0000,0,0.0000,0.0000,0.0000
currency,100,0,0,100,0.0000,0,0.0000,0,0.0000,0.0000,0.0000
subtotal,100,0,0,100,0.0000,0,0.0000,0,0.0000,0.0000,0.0000
discount,100,0,0,100,0.0000,0,0.0000,0,0.0000,0.0000,0.0000
tax,100,0,0,100,0.0000,0,0.0000,0,0.0000,0.0000,0.0000
total,100,0,0,100,0.0000,0,0.0000,0,0.0000,0.0000,0.0000
