Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,656,57,87,0.8200,0.9201,0.8829,0.9011,0.8927,0.8589,0.8655
buyer,100,56,43,1,0.8517,0.5657,0.9825,0.7179,0.7035,0.8517,0.7558
address,100,91,1,8,0.8819,0.9891,0.9192,0.9529,0.8829,0.8819,0.8824
date,100,97,0,3,0.9000,1.0000,0.9700,0.9848,0.9000,0.9000,0.9000
currency,100,97,0,3,0.9700,1.0000,0.9700,0.9848,0.9700,0.9700,0.9700
subtotal,100,87,9,4,0.7800,0.9062,0.9560,0.9305,0.7800,0.7800,0.7800
discount,100,99,1,0,0.9900,0.9900,1.0000,0.9950,0.9900,0.9900,0.9900
tax,100,66,0,34,0.6100,1.0000,0.6600,0.7952,0.6100,0.6100,0.6100
total,100,63,3,34,0.5700,0.9545,0.6495,0.7730,0.5700,0.5700,0.5700
