Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,773,27,0,0.9663,0.9663,1.0000,0.9828,0.9110,0.9105,0.9107
buyer,100,100,0,0,0.9050,1.0000,1.0000,1.0000,0.9050,0.9050,0.9050
address,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
date,100,100,0,0,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
currency,100,99,1,0,0.9900,0.9900,1.0000,0.9950,0.9900,0.9900,0.9900
subtotal,100,100,0,0,0.9000,1.0000,1.0000,1.0000,0.9000,0.9000,0.9000
discount,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
tax,100,85,15,0,0.9400,0.8500,1.0000,0.9189,0.8650,0.9400,0.8900
total,100,89,11,0,0.9200,0.8900,1.0000,0.9418,0.8650,0.9200,0.8833
