Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,689,50,69,0.8612,0.9323,0.9090,0.9205,0.9134,0.7712,0.8147
buyer,100,95,4,2,0.9267,0.9596,0.9794,0.9694,0.9342,0.9267,0.9283
address,100,65,10,26,0.8942,0.8667,0.7143,0.7831,0.9044,0.8942,0.8989
date,100,83,1,17,0.9200,0.9881,0.8300,0.9022,0.9100,0.9200,0.9133
currency,100,92,0,9,1.0100,1.0000,0.9109,0.9534,1.0100,1.0100,1.0100
subtotal,100,92,3,6,0.8800,0.9684,0.9388,0.9534,0.8800,0.8800,0.8800
discount,100,91,8,2,0.9300,0.9192,0.9785,0.9479,0.9300,0.9300,0.9300
tax,100,89,8,4,0.8600,0.9175,0.9570,0.9368,0.8600,0.8600,0.8600
total,100,82,16,3,0.7800,0.8367,0.9647,0.8962,0.7800,0.7800,0.7800
