Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,695,38,67,0.8688,0.9482,0.9121,0.9298,0.9048,0.7675,0.8095
buyer,100,95,3,2,0.8967,0.9694,0.9794,0.9744,0.9042,0.8967,0.8983
address,100,75,0,25,0.6826,1.0000,0.7500,0.8571,0.6904,0.6826,0.6862
date,100,83,1,16,0.7800,0.9881,0.8384,0.9071,0.7750,0.7800,0.7767
currency,100,91,0,9,0.9100,1.0000,0.9100,0.9529,0.9100,0.9100,0.9100
subtotal,100,91,3,6,0.8200,0.9681,0.9381,0.9529,0.8200,0.8200,0.8200
discount,100,91,7,2,0.9100,0.9286,0.9785,0.9529,0.9100,0.9100,0.9100
tax,100,88,8,4,0.8200,0.9167,0.9565,0.9362,0.8200,0.8200,0.8200
total,100,81,16,3,0.7400,0.8351,0.9643,0.8950,0.7400,0.7400,0.7400
