Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,692,108,0,0.8650,0.8650,1.0000,0.9276,0.8847,0.8889,0.8867
buyer,100,99,1,0,0.9967,0.9900,1.0000,0.9950,1.0000,0.9967,0.9980
address,100,99,1,0,0.9914,0.9900,1.0000,0.9950,0.9914,0.9914,0.9914
date,100,100,0,0,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
currency,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
subtotal,100,80,20,0,0.8000,0.8000,1.0000,0.8889,0.8000,0.8000,0.8000
discount,100,31,69,0,0.3100,0.3100,1.0000,0.4733,0.3100,0.3100,0.3100
tax,100,83,17,0,0.8300,0.8300,1.0000,0.9071,0.8300,0.8300,0.8300
total,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
