Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,759,36,13,0.9487,0.9547,0.9832,0.9687,0.9282,0.8914,0.9030
buyer,100,97,1,3,0.9550,0.9898,0.9700,0.9798,0.9550,0.9550,0.9550
address,100,89,8,4,0.9030,0.9175,0.9570,0.9368,0.9115,0.9030,0.9064
date,100,100,0,1,0.9300,1.0000,0.9901,0.9950,0.9300,0.9300,0.9300
currency,100,100,0,1,1.0100,1.0000,0.9901,0.9950,1.0100,1.0100,1.0100
subtotal,100,87,13,1,0.7800,0.8700,0.9886,0.9255,0.7800,0.7800,0.7800
discount,100,98,2,1,0.9900,0.9800,0.9899,0.9849,0.9900,0.9900,0.9900
tax,100,95,6,0,0.8900,0.9406,1.0000,0.9694,0.8900,0.8900,0.8900
total,100,93,6,2,0.8600,0.9394,0.9789,0.9588,0.8600,0.8600,0.8600
