Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,734,53,13,0.9175,0.9327,0.9826,0.9570,0.9182,0.8814,0.8930
buyer,100,88,9,3,0.9200,0.9072,0.9670,0.9362,0.9200,0.9200,0.9200
address,100,79,17,4,0.8581,0.8229,0.9518,0.8827,0.8666,0.8581,0.8615
date,100,99,0,1,0.9100,1.0000,0.9900,0.9950,0.9100,0.9100,0.9100
currency,100,99,0,1,0.9900,1.0000,0.9900,0.9950,0.9900,0.9900,0.9900
subtotal,100,86,13,1,0.7600,0.8687,0.9885,0.9247,0.7600,0.7600,0.7600
discount,100,97,2,1,0.9700,0.9798,0.9898,0.9848,0.9700,0.9700,0.9700
tax,100,94,6,0,0.8800,0.9400,1.0000,0.9691,0.8800,0.8800,0.8800
total,100,92,6,2,0.8400,0.9388,0.9787,0.9583,0.8400,0.8400,0.8400
