Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,245,139,416,0.3063,0.6380,0.3707,0.4689,0.6965,0.5018,0.5707
buyer,100,43,41,16,0.5617,0.5119,0.7288,0.6014,0.6000,0.5617,0.5740
address,100,20,63,17,0.6688,0.2410,0.5405,0.3333,0.6788,0.6688,0.6724
date,100,70,6,24,0.2900,0.9211,0.7447,0.8235,0.2900,0.2900,0.2900
currency,100,68,9,23,0.4800,0.8831,0.7473,0.8095,0.4800,0.4800,0.4800
subtotal,100,13,11,76,0.1200,0.5417,0.1461,0.2301,0.1200,0.1200,0.1200
discount,100,27,3,70,0.2700,0.9000,0.2784,0.4252,0.2700,0.2700,0.2700
tax,100,2,2,96,0.0200,0.5000,0.0204,0.0392,0.0200,0.0200,0.0200
total,100,2,4,94,0.0100,0.3333,0.0208,0.0392,0.0100,0.0100,0.0100
