Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,684,116,0,0.8550,0.8550,1.0000,0.9218,0.7662,0.7684,0.7666
buyer,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
address,100,80,20,0,0.7457,0.8000,1.0000,0.8889,0.7417,0.7457,0.7424
date,100,100,0,0,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
currency,100,99,1,0,0.9800,0.9900,1.0000,0.9950,0.9800,0.9800,0.9800
subtotal,100,80,20,0,0.8000,0.8000,1.0000,0.8889,0.8000,0.8000,0.8000
discount,100,40,60,0,0.4000,0.4000,1.0000,0.5714,0.4000,0.4000,0.4000
tax,100,85,15,0,0.8500,0.8500,1.0000,0.9189,0.8500,0.8500,0.8500
total,100,100,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
