Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,680,51,77,0.8500,0.9302,0.8983,0.9140,0.9159,0.8420,0.8651
buyer,100,88,6,7,0.8800,0.9362,0.9263,0.9312,0.8800,0.8800,0.8800
address,100,68,23,10,0.9313,0.7473,0.8718,0.8047,0.9356,0.9313,0.9324
date,100,95,0,6,0.9700,1.0000,0.9406,0.9694,0.9700,0.9700,0.9700
currency,100,97,0,4,1.0100,1.0000,0.9604,0.9798,1.0100,1.0100,1.0100
subtotal,100,75,4,22,0.8600,0.9494,0.7732,0.8523,0.8550,0.8600,0.8567
discount,100,81,1,19,0.9800,0.9878,0.8100,0.8901,0.9800,0.9800,0.9800
tax,100,95,1,5,0.9500,0.9896,0.9500,0.9694,0.9500,0.9500,0.9500
total,100,81,16,4,0.7700,0.8351,0.9529,0.8901,0.7700,0.7700,0.7700
