Field,Total,Tp,Fp,Fn,Accuracy,Precision,Recall,Fscore,Token_precision,Token_recall,Token_fscore
General Score,100,717,91,0,0.8962,0.8874,1.0000,0.9403,0.8452,0.8482,0.8467
buyer,100,101,0,0,1.0100,1.0000,1.0000,1.0000,1.0100,1.0100,1.0100
address,100,100,1,0,0.8881,0.9901,1.0000,0.9950,0.8881,0.8881,0.8881
date,100,101,0,0,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
currency,100,101,0,0,1.0100,1.0000,1.0000,1.0000,1.0100,1.0100,1.0100
subtotal,100,81,20,0,0.8100,0.8020,1.0000,0.8901,0.8100,0.8100,0.8100
discount,100,45,56,0,0.4500,0.4455,1.0000,0.6164,0.4500,0.4500,0.4500
tax,100,87,14,0,0.8700,0.8614,1.0000,0.9255,0.8700,0.8700,0.8700
total,100,101,0,0,1.0100,1.0000,1.0000,1.0000,1.0100,1.0100,1.0100
